variant_id,screening_round,fraction_A,fraction_C,fraction_D,fraction_E,fraction_F,fraction_G,fraction_H,fraction_I,fraction_K,fraction_L,fraction_M,fraction_N,fraction_P,fraction_Q,fraction_R,fraction_S,fraction_T,fraction_V,fraction_W,fraction_Y,molecular_weight,isoelectric_point,gravy,mutation_count,expression,corrected_activity
R1_10,1,0.07142857142857144,0.0,0.07142857142857144,0.03571428571428572,0.08928571428571429,0.03571428571428572,0.03571428571428572,0.07142857142857144,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.0,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.03571428571428572,6621.557500000001,9.222927665710447,-0.3267857142857143,1,0.84,0.45999999999999996
R1_11,1,0.07142857142857144,0.0,0.07142857142857144,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.07142857142857144,0.08928571428571429,0.08928571428571429,0.03571428571428572,0.0,0.01785714285714286,0.07142857142857144,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.05357142857142857,6622.585300000001,9.156912040710449,-0.2696428571428572,1,0.82,0.43
R1_12,1,0.07142857142857144,0.0,0.07142857142857144,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.07142857142857144,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.0,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.08928571428571429,0.03571428571428572,0.05357142857142857,0.01785714285714286,0.05357142857142857,6623.5303,9.156912040710449,-0.4017857142857143,1,0.87,0.52
R2_01,2,0.05357142857142857,0.0,0.07142857142857144,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.08928571428571429,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.05357142857142857,6656.599899999999,9.156589698791507,-0.35714285714285715,3,0.97,0.91
R2_02,2,0.05357142857142857,0.0,0.05357142857142857,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.08928571428571429,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.05357142857142857,6678.6518,9.521029472351074,-0.3517857142857143,3,0.98,0.94
R2_03,2,0.05357142857142857,0.0,0.07142857142857144,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.08928571428571429,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.0,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.08928571428571429,0.03571428571428572,0.05357142857142857,0.01785714285714286,0.05357142857142857,6665.610000000001,9.156912040710449,-0.3535714285714286,3,0.96,0.86
R2_04,2,0.05357142857142857,0.0,0.07142857142857144,0.03571428571428572,0.08928571428571429,0.03571428571428572,0.03571428571428572,0.08928571428571429,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.0,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.03571428571428572,6663.637199999999,9.222927665710447,-0.2785714285714286,3,0.94,0.8
R2_05,2,0.07142857142857144,0.0,0.05357142857142857,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.08928571428571429,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.03571428571428572,0.01785714285714286,0.05357142857142857,6627.562,9.520965003967284,-0.4,3,0.99,0.96
R2_06,2,0.05357142857142857,0.0,0.05357142857142857,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.07142857142857144,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.07142857142857144,0.01785714285714286,0.05357142857142857,6641.5885,9.520965003967284,-0.3625,3,1.0,0.97
R2_07,2,0.07142857142857144,0.0,0.05357142857142857,0.03571428571428572,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.07142857142857144,0.08928571428571429,0.08928571428571429,0.03571428571428572,0.03571428571428572,0.01785714285714286,0.07142857142857144,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.05357142857142857,6598.5638,9.520965003967284,-0.275,3,0.91,0.76
R2_08,2,0.07142857142857144,0.0,0.05357142857142857,0.05357142857142857,0.07142857142857144,0.03571428571428572,0.01785714285714286,0.07142857142857144,0.07142857142857144,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.01785714285714286,0.08928571428571429,0.05357142857142857,0.07142857142857144,0.05357142857142857,0.05357142857142857,0.01785714285714286,0.05357142857142857,6614.4771,8.085769844055175,-0.39821428571428574,3,0.74,0.47
